Time,Wind Turbine,Periodic Consumer,Power To Grid,Battery Storage,Power from Battery
16.67,9.0968,17.0190,0.0000,45.0867,7.9223
16.83,28.1528,17.7500,0.4028,46.7534,-10.0000
17.00,23.4072,17.2976,0.0000,47.7717,-6.1096
17.17,9.9027,17.2924,0.0000,46.5401,7.3897
17.33,0.0431,17.8917,-7.8486,44.8734,10.0000
17.50,25.8264,17.0930,0.0000,46.3290,-8.7334
17.67,21.1652,17.2758,0.0000,46.9772,-3.8894
17.83,11.4682,18.8395,0.0000,45.7486,7.3714
18.00,15.1530,19.0685,0.0000,45.0960,3.9155
18.17,0.0476,17.7310,-7.6833,43.4294,10.0000
18.33,28.5199,18.0333,0.4866,45.0960,-10.0000
18.50,0.0045,19.1335,-9.1290,43.4294,10.0000
18.67,2.7292,19.8132,-7.0840,41.7627,10.0000
18.83,24.4790,19.5570,0.0000,42.5830,-4.9220
19.00,11.8163,19.2668,0.0000,41.3413,7.4505
19.17,24.0780,19.6160,0.0000,42.0849,-4.4620
19.33,9.2017,18.8840,0.0000,40.4712,9.6823
19.50,31.0314,20.4358,0.0000,42.1379,-10.0000
19.67,3.6055,20.4959,-6.8904,40.4712,10.0000
19.83,0.0313,20.5916,-10.5604,38.8046,10.0000
20.00,18.7812,19.9072,0.0000,38.6169,1.1260
20.17,28.7483,20.0602,0.0000,40.0649,-8.6881
20.33,19.2860,20.2742,0.0000,39.9002,0.9882
20.50,29.0238,19.7236,0.0000,41.4502,-9.3001
20.67,12.8832,20.9388,0.0000,40.1076,8.0556
20.83,0.0115,20.7012,-10.6898,38.4410,10.0000
21.00,6.9007,19.8853,-2.9846,36.7743,10.0000
21.17,18.3720,19.1774,0.0000,36.6401,0.8053
21.33,27.1067,19.7920,0.0000,37.8592,-7.3148
21.50,11.8549,20.5661,0.0000,36.4073,8.7112
21.67,12.2550,20.6538,0.0000,35.0076,8.3988
21.83,20.2454,20.2680,0.0000,35.0038,0.0226
22.00,10.5223,19.7473,0.0000,33.4663,9.2250
22.17,19.0592,19.2125,0.0000,33.4407,0.1533
22.33,13.3666,18.7599,0.0000,32.5419,5.3933
22.50,8.4575,19.1349,-0.6774,30.8752,10.0000
22.67,0.0113,19.6543,-9.6429,29.2085,10.0000
22.83,6.8316,19.4356,-2.6040,27.5419,10.0000
23.00,25.6811,18.7020,0.0000,28.7051,-6.9791
23.17,7.9698,18.4102,-0.4403,27.0384,10.0000
23.33,26.5485,20.0952,0.0000,28.1139,-6.4532
23.50,20.8568,18.9945,0.0000,28.4243,-1.8623
23.67,0.0294,19.5634,-9.5340,26.7577,10.0000
23.83,17.6663,18.6411,0.0000,26.5952,0.9748
24.00,25.8833,18.4224,0.0000,27.8387,-7.4609
24.17,24.4042,18.2951,0.0000,28.8569,-6.1091
24.33,6.3429,17.4224,-1.0795,27.1902,10.0000
24.50,0.0000,18.5058,-8.5058,25.5235,10.0000
24.67,0.0362,17.4050,-7.3688,23.8569,10.0000
24.83,21.7291,17.5018,0.0000,24.5614,-4.2273
25.00,18.8121,18.2445,0.0000,24.6560,-0.5676
25.17,3.6191,17.2999,-3.6808,22.9893,10.0000
25.33,14.5358,17.2672,0.0000,22.5341,2.7314
25.50,29.1089,17.2418,1.8672,24.2008,-10.0000
25.67,18.1419,16.5263,0.0000,24.4700,-1.6155
25.83,4.7157,16.3068,-1.5911,22.8034,10.0000
26.00,19.3000,16.2056,0.0000,23.3191,-3.0944
26.17,20.5110,16.7043,0.0000,23.9536,-3.8067
26.33,4.1648,16.7488,-2.5840,22.2869,10.0000
26.50,28.4151,15.7736,2.6415,23.9536,-10.0000
26.67,13.4601,14.8207,0.0000,23.7268,1.3606
26.83,19.7914,14.8377,0.0000,24.5524,-4.9537
27.00,19.4980,14.3595,0.0000,25.4088,-5.1385
27.17,8.6765,15.5425,0.0000,24.2645,6.8659
27.33,17.9329,15.2020,0.0000,24.7196,-2.7308
27.50,12.9645,14.6297,0.0000,24.4421,1.6652
27.67,27.9376,13.7445,4.1930,26.1088,-10.0000
27.83,0.0209,13.9233,-3.9024,24.4421,10.0000
28.00,12.5161,13.9065,0.0000,24.2104,1.3904
28.17,0.0183,12.9222,-2.9038,22.5437,10.0000
28.33,10.9882,13.2231,0.0000,22.1712,2.2348
28.50,0.0000,12.5913,-2.5913,20.5046,10.0000
28.67,0.0515,13.3187,-3.2672,18.8379,10.0000
28.83,30.8759,12.9441,7.0559,20.5046,-10.0000
29.00,25.3124,13.2224,2.0900,22.1712,-10.0000
29.17,6.7482,12.5482,0.0000,21.2045,5.8001
29.33,12.4172,11.6493,0.0000,21.3325,-0.7679
29.50,24.1882,12.6124,1.5758,22.9992,-10.0000
29.67,0.0290,11.4024,-1.3734,21.3325,10.0000
29.83,17.4038,11.9887,0.0000,22.2351,-5.4152
30.00,26.1016,11.5334,4.5682,23.9017,-10.0000
30.17,0.0430,11.3080,-1.2649,22.2351,10.0000
30.33,25.8056,10.7489,5.0567,23.9017,-10.0000
30.50,15.6433,10.9382,0.0000,24.6859,-4.7051
30.67,19.0390,11.3361,0.0000,25.9697,-7.7029
30.83,22.5670,10.3504,2.2166,27.6364,-10.0000
31.00,29.8435,11.0195,8.8240,29.3031,-10.0000
31.17,20.5871,10.1182,0.4689,30.9697,-10.0000
31.33,5.7139,10.9227,0.0000,30.1016,5.2088
31.50,15.4669,10.0002,0.0000,31.0127,-5.4667
31.67,20.8501,10.5308,0.3192,32.6794,-10.0000
31.83,15.4487,9.9197,0.0000,33.6009,-5.5290
32.00,0.0190,10.5291,-0.5101,31.9342,10.0000
32.17,11.3702,10.1593,0.0000,32.1360,-1.2110
32.33,0.0443,9.6390,0.0000,30.5369,9.5947
32.50,26.5984,9.8058,6.7926,32.2036,-10.0000
32.67,28.6558,10.4065,8.2493,33.8703,-10.0000
32.83,0.0085,10.4503,-0.4417,32.2036,10.0000
33.00,5.1740,10.0062,0.0000,31.3982,4.8322
33.17,33.4455,9.7831,10.2169,33.0649,-10.0000
33.33,5.5833,10.3070,0.0000,32.2776,4.7237
33.50,11.0109,9.9424,0.0000,32.4557,-1.0685
33.67,0.0259,10.0651,-0.0392,30.7890,10.0000
33.83,15.5324,10.2236,0.0000,31.6738,-5.3088
34.00,0.0226,10.5055,-0.4830,30.0072,10.0000
34.17,13.5426,10.2208,0.0000,30.5608,-3.3219
34.33,21.0278,10.3624,0.6655,32.2275,-10.0000
34.50,0.0000,10.1150,-0.1150,30.5608,10.0000
34.67,0.0198,10.6120,-0.5922,28.8942,10.0000
34.83,11.9074,10.0170,0.0000,29.2092,-1.8905
35.00,25.3502,10.1797,5.1705,30.8759,-10.0000
35.17,3.2589,11.2108,0.0000,29.5506,7.9520
35.33,30.2282,11.0247,8.9753,31.2172,-10.0000
35.50,3.7376,11.1960,0.0000,29.9742,7.4584
35.67,10.6281,10.7763,0.0000,29.9495,0.1481
35.83,6.7925,11.5893,0.0000,29.1500,4.7968
36.00,10.4784,11.1737,0.0000,29.0342,0.6952
36.17,4.0521,11.5934,0.0000,27.7773,7.5413
36.33,8.6576,11.2925,0.0000,27.3381,2.6349
36.50,5.7151,11.7296,0.0000,26.3357,6.0145
36.67,25.9080,11.6573,4.2507,28.0024,-10.0000
36.83,21.3247,12.7006,0.0000,29.4397,-8.6241
37.00,16.1314,11.9884,0.0000,30.1302,-4.1430
37.17,5.4321,12.5264,0.0000,28.9478,7.0942
37.33,17.9923,13.2234,0.0000,29.7427,-4.7688
37.50,29.5998,13.4134,6.1863,31.4093,-10.0000
37.67,0.0162,12.7345,-2.7184,29.7427,10.0000
37.83,9.6979,13.1996,0.0000,29.1590,3.5017
38.00,9.1261,13.6285,0.0000,28.4086,4.5025
38.17,11.4850,13.5540,0.0000,28.0638,2.0690
38.33,0.0462,14.5097,-4.4636,26.3971,10.0000
38.50,27.6661,14.5153,3.1507,28.0638,-10.0000
38.67,1.3991,14.8476,-3.4485,26.3971,10.0000
38.83,4.6339,14.3889,0.0000,24.7713,9.7550
39.00,20.5215,14.1570,0.0000,25.8320,-6.3644
39.17,11.7470,15.3483,0.0000,25.2318,3.6013
39.33,12.7848,15.9778,0.0000,24.6997,3.1930
39.50,19.7842,15.5859,0.0000,25.3994,-4.1983
39.67,19.1386,16.2915,0.0000,25.8739,-2.8471
39.83,0.0341,15.3316,-5.2976,24.2072,10.0000
40.00,20.4399,16.3880,0.0000,24.8826,-4.0519
40.17,12.5754,17.1998,0.0000,24.1118,4.6244
40.33,23.1710,17.3845,0.0000,25.0762,-5.7865
40.50,9.8375,16.9594,0.0000,23.8893,7.1218
40.67,19.0198,16.5095,0.0000,24.3077,-2.5103
40.83,11.0003,18.0295,0.0000,23.1361,7.0292
41.00,18.1823,16.8250,0.0000,23.3623,-1.3573
41.17,0.0425,17.5460,-7.5035,21.6957,10.0000
41.33,25.4855,17.2681,0.0000,23.0653,-8.2175
41.50,13.2068,18.1636,0.0000,22.2391,4.9568
41.67,0.0337,17.6607,-7.6270,20.5725,10.0000
41.83,20.2142,17.8549,0.0000,20.9657,-2.3593
42.00,0.0069,19.0938,-9.0868,19.2990,10.0000
42.17,4.1691,18.9879,-4.8188,17.6323,10.0000
42.33,13.3301,18.1880,0.0000,16.8227,4.8579
42.50,8.9157,18.4789,0.0000,15.2288,9.5632
42.67,20.7853,19.1588,0.0000,15.4999,-1.6265
42.83,18.7168,19.9773,0.0000,15.2898,1.2606
43.00,17.4597,18.6142,0.0000,15.0974,1.1545
43.17,13.1183,18.4697,0.0000,14.2055,5.3514
43.33,27.9661,19.9377,0.0000,15.5436,-8.0284
43.50,6.3886,18.9515,-2.5629,13.8769,10.0000
43.67,22.7153,18.9035,0.0000,14.5122,-3.8119
43.83,16.0650,18.9346,0.0000,14.0340,2.8695
44.00,0.0092,19.7054,-9.6962,12.3673,10.0000
44.17,5.5080,18.9833,-3.4753,10.7006,10.0000
44.33,0.0103,20.8796,-10.8693,9.0340,10.0000
44.50,6.1990,19.0404,-2.8414,7.3673,10.0000
44.67,15.1199,19.9672,0.0000,6.5594,4.8473
44.83,18.1331,19.5352,0.0000,6.3257,1.4021
45.00,16.0157,19.1580,0.0000,5.8020,3.1424
45.17,27.2894,19.4944,0.0000,7.1012,-7.7950
45.33,2.8462,20.0757,-7.2295,5.4345,10.0000
45.50,6.7380,19.0895,-2.3515,3.7678,10.0000
45.67,2.8246,19.7407,-6.9161,2.1012,10.0000
45.83,23.7029,20.7721,0.0000,2.5896,-2.9307
46.00,23.2913,19.8393,0.0000,3.1649,-3.4520
46.17,0.0230,19.4233,-9.4003,1.4983,10.0000
46.33,13.7867,20.6384,0.0000,0.3563,6.8518
46.50,15.1825,19.7381,-2.4177,-0.0000,2.1379
46.67,18.5724,18.9932,-0.4207,0.0000,-0.0000
46.83,0.0260,19.5411,-19.5152,0.0000,0.0000
47.00,15.5520,19.3751,-3.8231,0.0000,0.0000
47.17,0.0446,19.4328,-19.3882,0.0000,0.0000
47.33,26.7288,18.9202,0.0000,1.3014,-7.8086
47.50,13.0851,18.6505,0.0000,0.3739,5.5654
47.67,12.9799,19.3037,-4.0806,0.0000,2.2433
47.83,27.5547,18.0362,0.0000,1.5864,-9.5185
48.00,23.7683,19.3375,0.0000,2.3249,-4.4308
48.17,20.7479,18.2783,0.0000,2.7365,-2.4696
48.33,8.2765,18.3588,-0.0823,1.0698,10.0000
48.50,0.0144,17.3501,-10.9168,0.0000,6.4189
48.67,8.6209,17.7003,-9.0794,0.0000,0.0000
48.83,0.0385,17.3501,-17.3116,0.0000,0.0000
49.00,23.0641,17.4343,0.0000,0.9383,-5.6298
49.17,11.2350,17.3128,-0.4480,0.0000,5.6298
49.33,24.2681,16.7000,0.0000,1.2614,-7.5682
49.50,0.0185,17.5822,-9.9956,0.0000,7.5682
49.67,11.1116,16.3552,-5.2435,0.0000,0.0000
49.83,15.2581,16.9902,-1.7321,0.0000,0.0000
50.00,9.3405,15.6199,-6.2794,0.0000,0.0000
50.17,23.8017,16.4677,0.0000,1.2223,-7.3340
50.33,12.6794,16.5078,0.0000,0.5843,3.8283
50.50,17.6577,15.6899,0.0000,0.9122,-1.9678
50.67,19.7731,15.5926,0.0000,1.6090,-4.1805
50.83,16.5449,14.8950,0.0000,1.8840,-1.6499
51.00,11.7552,15.4012,0.0000,1.2763,3.6459
51.17,21.6652,14.6176,0.0000,2.4509,-7.0477
51.33,6.1839,15.1543,0.0000,0.9559,8.9704
51.50,17.6492,13.8340,0.0000,1.5917,-3.8152
51.67,16.7647,14.6035,0.0000,1.9519,-2.1612
51.83,5.2756,14.3593,0.0000,0.4380,9.0837
52.00,14.3558,13.5971,0.0000,0.5644,-0.7587
52.17,4.4584,13.3777,-5.5328,0.0000,3.3865
52.33,22.4333,12.7390,0.0000,1.6157,-9.6942
52.50,6.3316,12.9278,0.0000,0.5163,6.5962
52.67,0.0007,12.5615,-9.4627,0.0000,3.0981
52.83,0.4660,13.0926,-12.6266,0.0000,0.0000
53.00,27.7251,12.9816,4.7435,1.6667,-10.0000
53.17,7.4238,12.9552,0.0000,0.7448,5.5313
53.33,6.9969,11.7380,-0.2724,0.0000,4.4687
53.50,25.6716,12.1930,3.4786,1.6667,-10.0000
53.67,0.0117,11.7814,-1.7696,0.0000,10.0000
53.83,7.0623,11.4853,-4.4230,0.0000,0.0000
54.00,14.6800,11.1323,0.0000,0.5913,-3.5478
54.17,28.7134,11.4440,7.2695,2.2580,-10.0000
54.33,9.7005,11.7813,0.0000,1.9112,2.0808
54.50,0.0481,10.8174,-0.7692,0.2445,10.0000
54.67,28.8649,11.2896,7.5753,1.9112,-10.0000
54.83,21.6160,10.9177,0.6982,3.5778,-10.0000
55.00,22.4827,10.3493,2.1334,5.2445,-10.0000
55.17,25.5100,10.7995,4.7105,6.9112,-10.0000
55.33,11.5392,10.8896,0.0000,7.0194,-0.6496
55.50,23.4254,10.8621,2.5633,8.6861,-10.0000
55.67,5.6190,10.6132,0.0000,7.8537,4.9942
55.83,0.0250,10.7483,-0.7234,6.1870,10.0000
56.00,15.0097,9.7749,0.0000,7.0595,-5.2349
56.17,29.5118,9.8663,9.6454,8.7262,-10.0000
56.33,26.3268,10.4169,5.9099,10.3929,-10.0000
56.50,10.7836,9.6331,0.0000,10.5846,-1.1505
56.67,20.4330,9.9471,0.4859,12.2513,-10.0000
56.83,23.9641,10.4076,3.5565,13.9179,-10.0000
57.00,17.3851,10.3918,0.0000,15.0835,-6.9933
57.17,23.6084,9.8301,3.7783,16.7502,-10.0000
57.33,8.6011,9.6248,0.0000,16.5795,1.0237
57.50,0.0320,10.3981,-0.3661,14.9129,10.0000
57.67,19.1774,10.1048,0.0000,16.4250,-9.0726
57.83,0.0496,9.9977,0.0000,14.7670,9.9481
58.00,29.7240,10.1836,9.5405,16.4336,-10.0000
58.17,16.4222,10.0490,0.0000,17.4958,-6.3732
58.33,13.5130,10.4901,0.0000,17.9996,-3.0229
58.50,11.6810,10.1105,0.0000,18.2614,-1.5704
58.67,0.5607,10.8483,-0.2877,16.5947,10.0000
58.83,23.2028,10.7716,2.4312,18.2614,-10.0000
59.00,23.0291,10.7498,2.2793,19.9281,-10.0000
59.17,9.7184,10.8585,0.0000,19.7380,1.1400
59.33,0.0000,11.1148,-1.1148,18.0714,10.0000
59.50,0.0244,10.7810,-0.7566,16.4047,10.0000
59.67,14.6605,10.8094,0.0000,17.0466,-3.8510
59.83,18.8945,11.2546,0.0000,18.3199,-7.6399
60.00,19.1384,11.2735,0.0000,19.6307,-7.8650
60.17,0.0323,12.1044,-2.0722,17.9640,10.0000
60.33,19.3497,12.0979,0.0000,19.1726,-7.2517
60.50,16.1639,12.3099,0.0000,19.8150,-3.8540
60.67,16.1317,11.7402,0.0000,20.5469,-4.3914
60.83,6.3456,12.2131,0.0000,19.5690,5.8675
61.00,30.7539,12.6472,7.3528,21.2356,-10.0000
61.17,3.3562,12.6900,0.0000,19.6800,9.3338
61.33,26.9359,12.2796,4.6564,21.3467,-10.0000
61.50,3.7869,13.1508,0.0000,19.7860,9.3639
61.67,8.6938,13.0487,0.0000,19.0602,4.3549
61.83,25.1413,13.5240,1.6173,20.7269,-10.0000
62.00,8.2034,13.4219,0.0000,19.8571,5.2185
62.17,19.6772,14.1002,0.0000,20.7866,-5.5769
62.33,18.4619,14.5124,0.0000,21.4448,-3.9495
62.50,3.5729,13.6692,-0.0963,19.7782,10.0000
62.67,22.0470,14.2956,0.0000,21.0701,-7.7514
62.83,9.6576,15.0166,0.0000,20.1769,5.3590
63.00,5.6466,14.9059,0.0000,18.6337,9.2593
63.17,14.5356,15.7026,0.0000,18.4392,1.1670
63.33,20.7441,15.6129,0.0000,19.2944,-5.1311
63.50,22.2461,15.9454,0.0000,20.3445,-6.3007
63.67,0.0200,16.3109,-6.2909,18.6778,10.0000
63.83,11.9732,15.4454,0.0000,18.0991,3.4723
64.00,10.9803,16.0358,0.0000,17.2565,5.0555
64.17,29.9339,16.7141,3.2198,18.9232,-10.0000
64.33,13.0444,16.7503,0.0000,18.3055,3.7059
64.50,12.8829,17.4771,0.0000,17.5399,4.5942
64.67,28.6986,17.4186,1.2800,19.2065,-10.0000
64.83,13.2993,16.6302,0.0000,18.6514,3.3309
65.00,16.2038,17.8293,0.0000,18.3805,1.6255
65.17,15.6090,18.1292,0.0000,17.9604,2.5201
65.33,20.1509,17.9592,0.0000,18.3257,-2.1917
65.50,15.2813,18.1169,0.0000,17.8531,2.8357
65.67,4.0652,17.2806,-3.2154,16.1864,10.0000
65.83,26.7528,18.0258,0.0000,17.6410,-8.7270
66.00,21.7501,18.2111,0.0000,18.2308,-3.5390
66.17,20.3620,17.9504,0.0000,18.6327,-2.4116
66.33,0.0000,18.9501,-8.9501,16.9661,10.0000
66.50,0.0494,19.0569,-9.0075,15.2994,10.0000
66.67,29.6423,19.7848,0.0000,16.9423,-9.8574
66.83,27.6503,19.6185,0.0000,18.2809,-8.0318
67.00,17.0779,19.6667,0.0000,17.8494,2.5888
67.17,16.4013,18.9760,0.0000,17.4203,2.5748
67.33,9.5114,19.8674,-0.3560,15.7537,10.0000
67.50,13.8526,19.9881,0.0000,14.7311,6.1355
67.67,20.1046,19.2093,0.0000,14.8803,-0.8953
67.83,17.6899,19.4830,0.0000,14.5814,1.7932
68.00,20.0954,19.7109,0.0000,14.6455,-0.3845
68.17,12.5559,19.5213,0.0000,13.4846,6.9654
68.33,20.7875,20.8440,0.0000,13.4752,0.0565
68.50,25.4686,20.5770,0.0000,14.2905,-4.8916
68.67,10.0784,20.4327,-0.3542,12.6238,10.0000
68.83,10.6893,20.6961,-0.0068,10.9571,10.0000
69.00,14.0093,20.5094,0.0000,9.8738,6.5001
69.17,0.0174,19.3848,-9.3674,8.2071,10.0000
69.33,10.4422,19.2115,0.0000,6.7456,8.7693
69.50,7.3293,19.3417,-2.0123,5.0789,10.0000
69.67,8.1380,19.7724,-1.6344,3.4122,10.0000
69.83,18.0843,19.0200,0.0000,3.2563,0.9357
70.00,3.9432,20.0066,-6.0635,1.5896,10.0000
70.17,23.4307,20.5739,0.0000,2.0658,-2.8568
70.33,5.8831,19.1838,-3.3008,0.3991,10.0000
70.50,14.6440,19.0877,-2.0491,0.0000,2.3946
70.67,9.4791,19.3630,-9.8839,0.0000,0.0000
70.83,0.0095,19.8002,-19.7906,0.0000,0.0000
71.00,5.7340,18.6673,-12.9333,0.0000,0.0000
71.17,11.9794,18.6541,-6.6747,0.0000,0.0000
71.33,11.8867,18.7392,-6.8524,0.0000,0.0000
71.50,21.7226,19.8241,0.0000,0.3164,-1.8986
71.67,6.4531,19.1310,-10.7793,0.0000,1.8986
71.83,13.0123,19.3972,-6.3849,0.0000,0.0000
72.00,19.9149,18.0154,0.0000,0.3166,-1.8995
72.17,9.4803,18.7796,-7.3998,0.0000,1.8995
72.33,15.2943,18.6276,-3.3332,0.0000,0.0000
72.50,30.0628,18.3036,1.6964,1.6667,-10.0000
72.67,4.3042,17.6420,-3.3379,0.0000,10.0000
72.83,6.9814,17.5724,-10.5910,0.0000,0.0000
73.00,0.0249,18.4012,-18.3763,0.0000,0.0000
73.17,14.9196,16.5365,-1.6169,0.0000,0.0000
73.33,5.7227,16.3568,-10.6341,0.0000,0.0000
73.50,23.7728,17.5814,0.0000,1.0319,-6.1914
73.67,10.4740,17.0784,-0.4130,0.0000,6.1914
73.83,0.0467,16.2013,-16.1545,0.0000,0.0000
74.00,28.0370,16.7251,1.3119,1.6667,-10.0000
74.17,26.5868,16.7037,0.0000,3.3139,-9.8832
74.33,5.9148,15.4179,0.0000,1.7300,9.5031
74.50,7.2071,15.7029,0.0000,0.3140,8.4958
74.67,0.0116,16.2310,-14.3352,0.0000,1.8842
74.83,6.9945,15.6621,-8.6676,0.0000,0.0000
75.00,18.7267,15.6779,0.0000,0.5081,-3.0487
75.17,26.6152,14.2417,2.3735,2.1748,-10.0000
75.33,0.0077,14.8771,-4.8694,0.5081,10.0000
75.50,4.6146,14.6573,-6.9940,0.0000,3.0487
75.67,0.0000,14.3055,-14.3055,0.0000,0.0000
75.83,0.0116,13.8070,-13.7954,0.0000,0.0000
76.00,6.9644,13.3436,-6.3792,0.0000,0.0000
76.17,16.3765,13.2894,0.0000,0.5145,-3.0871
76.33,27.1811,12.9731,4.2080,2.1812,-10.0000
76.50,29.5746,13.1090,6.4657,3.8478,-10.0000
76.67,14.3052,13.5980,0.0000,3.9657,-0.7072
76.83,0.0134,12.3111,-2.2977,2.2990,10.0000
77.00,8.0305,12.0259,0.0000,1.6331,3.9954
77.17,0.0204,12.6818,-2.8625,0.0000,9.7989
77.33,12.2391,11.7038,0.0000,0.0892,-0.5353
77.50,24.2667,11.8198,2.4470,1.7559,-10.0000
77.67,0.0138,12.3678,-2.3540,0.0892,10.0000
